Term	P-value	Genes
glycolipid biosynthetic process (GO:0009247)	0.062111811954000944	ST3GAL5,ST8SIA1
mononuclear cell proliferation (GO:0032943)	0.062111811954000944	ACE,CD40
response to tumor necrosis factor (GO:0034612)	0.062111811954000944	CXCL16,ADIPOQ
regulation of growth (GO:0040008)	0.07139009689706614	IL17RB,HNF4A,CXCL16,ACVRL1,INHBA,CAMK2D,BCL6,IGF1
fat cell differentiation (GO:0045444)	0.07177991045792347	PPARG,TCF7L2
epithelial to mesenchymal transition (GO:0001837)	0.07177991045792347	LEF1,TGFBR3
positive regulation of foam cell differentiation (GO:0010744)	0.07177991045792347	MSR1,CSF1
regulation of vasoconstriction (GO:0019229)	0.07177991045792347	ACE,ADM
skeletal system development (GO:0001501)	0.07218251602884927	CMKLR1,INHBA,COL1A2,COL1A1,FBN1,IGF1
Ras protein signal transduction (GO:0007265)	0.07218251602884927	ARHGAP6,RRAS,COL1A2,RASGRP1,IGF1,MAPK13
elevation of cytosolic calcium ion concentration (GO:0007204)	0.07628443931907661	EDNRA,KNG1,CCR7,CCR5,CD55
detection of abiotic stimulus (GO:0009582)	0.07643647274262864	ABCA4,GNAT2,GNGT2
positive regulation of gene expression (GO:0010628)	0.07689818259616688	HNF4A,ACVRL1,PPARG,INHBA,CSF1,IGF1,FOXO1,CIITA,EPAS1,CD86,ACVR1,TCF7L2,IL2RB,IRF4
cell motion (GO:0006928)	0.0772406103973856	VEGFC,PDGFRB,TGFBR3,NRP2,ACVRL1,NRP1,FPR1,FPR2,IGF1,CCL5,CXCL16,PPAP2A
hemostasis (GO:0007599)	0.07738084445704882	GP9,P2RY12,HNF4A,PROS1
regulation of cell growth (GO:0001558)	0.07853683700599957	IL17RB,HNF4A,CXCL16,ACVRL1,INHBA,CAMK2D,BCL6
regulation of cytokine production (GO:0001817)	0.07853683700599957	TLR3,IL1B,PRG3,INHBA,CD86,ADIPOQ,IRF4
smooth muscle contraction (GO:0006939)	0.08189506520996041	KNG1,EDNRA
odontogenesis (GO:0042476)	0.08189506520996041	COL1A2,FOXC1
negative regulation of foam cell differentiation (GO:0010745)	0.08189506520996041	PPARG,ADIPOQ
hormone biosynthetic process (GO:0042446)	0.08189506520996041	CYP11A1,ADM
fucose metabolic process (GO:0006004)	0.08189506520996041	FUT8,FUT10
BMP signaling pathway (GO:0030509)	0.082859916996383	FSTL1,TGFBR3,ACVR1
angiogenesis (GO:0001525)	0.082859916996383	ACVRL1,IL18,JAG1
membrane organization (GO:0016044)	0.08460059298575189	ITSN1,CRISP1,HFE,MRC1,CXCL16,CHRNB1,MSR1,ZFYVE9,RAMP3,CD2
cytosolic calcium ion homeostasis (GO:0051480)	0.08847091343628768	EDNRA,KNG1,CCR7,CCR5,CD55
small GTPase mediated signal transduction (GO:0007264)	0.0911715959397608	RRAS,COL1A2,ARHGAP6,RASGRP1,IGF1,MAPK13,RAB38
positive regulation of cell migration (GO:0030335)	0.09240741589231746	CSF1,IGF1,CXCL16,PDGFRB
positive regulation of macrophage differentiation (GO:0045651)	0.09241528068326503	MSR1,CSF1
meiosis (GO:0007126)	0.09241528068326503	REC8,DMC1
multicellular organismal metabolic process (GO:0044236)	0.09241528068326503	ACE,COL1A1
negative regulation of blood coagulation (GO:0030195)	0.09241528068326503	KNG1,GP1BA
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	0.09449918917983534	FOXO1,CIITA,HNF4A,EPAS1,PPARG,INHBA,TCF7L2
enzyme linked receptor protein signaling pathway (GO:0007167)	0.09469666404525094	MPZL1,FSTL1,COL1A2,ADCYAP1R1,TGFBR3,ACVRL1,CD8A,ACVR1,FLT3,GFRA2
negative regulation of cell cycle (GO:0045786)	0.10313824228156694	BCL6,INHBA,FOXC1,PPP1R13B
negative regulation of mitotic cell cycle (GO:0045930)	0.10330090494108816	FOXC1,BCL6
kidney development (GO:0001822)	0.10330090494108816	ZBTB16,ACE
negative regulation of coagulation (GO:0050819)	0.10330090494108816	KNG1,GP1BA
cell-cell junction assembly (GO:0007043)	0.10330090494108816	PARD6B,GJA1
glycosphingolipid metabolic process (GO:0006687)	0.10330090494108816	ST8SIA1,ST3GAL5
extracellular matrix organization (GO:0030198)	0.10343897806200307	CSGALNACT1,COL1A2,COL1A1
heart development (GO:0007507)	0.10343897806200307	GJA1,FBN1,ADAP2
di-, tri-valent inorganic cation transport (GO:0015674)	0.10870882052567198	CACNG8,SLC40A1,TFR2,HFE
positive regulation of metabolic process (GO:0009893)	0.11067665467791987	HNF4A,CDC42EP2,INHBA,CSF1,DAZL,IGF1,IL1B,EPAS1,ACVR1,ADIPOQ,ACVRL1,PPARG,PRG3,TLR3,FOXO1,CIITA,CD86,EYA1,TCF7L2,IL2RB,IRF4
multicellular organismal development (GO:0007275)	0.11112739199563784	HOXC6,ENC1,SERPINF1,EMP1,HOXA10,HOXA9,KLF3,PDCD1,CCL17,ID3
positive regulation of cell motion (GO:0051272)	0.11441192553280638	CSF1,IGF1,CXCL16,PDGFRB
hormone metabolic process (GO:0042445)	0.11441192553280638	CYP11A1,ADM,ACE,DIO2
regulation of insulin secretion (GO:0050796)	0.11451451900495212	TCF7L2,IL1B
ossification (GO:0001503)	0.11451451900495212	MGP,SPARC
regulation of cell-cell adhesion (GO:0022407)	0.11451451900495212	ADIPOQ,DPP4
lipoprotein particle clearance (GO:0034381)	0.11451451900495212	MSR1,ADIPOQ
response to chemical stimulus (GO:0042221)	0.11749130912221549	IL1RN,TGFBR3,DPP4,CMKLR1,FPR1,GNG11,FPR2,CCL22,CCL17,ATOX1,SLC7A8,CXCL12,CCL5,EPAS1,CXCL14,CXCL16,XCL1,ALDH1A2,ADIPOQ,CCR7,CCR5,PDGFRB,TULP4,CHRNB1,PPARG,CIITA
regulation of cell proliferation (GO:0042127)	0.12015093724371413	AIF1,HNF4A,TGFBR3,CSF1,IGF1,IL18,JAG1,IL1B,EID2,ALDH1A2,FLT3,CD3E,PDGFRB,NRP1,ACVRL1,IL28RA,CD86,PPAP2A,IGFBP5
regulation of I-kappaB kinase/NF-kappaB cascade (GO:0043122)	0.121405826993206	TSPAN6,GJA1,RHOC,CD40,PLEKHG5,ADIPOQ
positive regulation of specific transcription from RNA polymerase II promoter (GO:0010552)	0.12580573456892177	PPARG,TCF7L2,HNF4A
cytoskeleton organization (GO:0007010)	0.12598314247967268	PRKG1,CECR2,DST,CDC42EP2,NPHP1,FSCN1,RHOJ,ARHGAP6,PALLD,FLNB
triglyceride metabolic process (GO:0006641)	0.1260208309914926	DGAT2,AGPAT9
collagen fibril organization (GO:0030199)	0.1260208309914926	COL1A2,COL1A1
positive regulation of hormone secretion (GO:0046887)	0.1260208309914926	TCF7L2,INHBA
chloride transport (GO:0006821)	0.1260208309914926	SLC4A10,CLIC5
protein import into nucleus, translocation (GO:0000060)	0.1260208309914926	ZFYVE9,BCL6
cell structure disassembly during apoptosis (GO:0006921)	0.1260208309914926	GZMA,CECR2
regulation of actin polymerization or depolymerization (GO:0008064)	0.1260208309914926	CXCL12,CDC42EP2
positive regulation of cellular protein metabolic process (GO:0032270)	0.13138386995751214	IL1B,CDC42EP2,CSF1,TCF7L2,DAZL,IGF1,ADIPOQ
lipid homeostasis (GO:0055088)	0.13361829146999898	PPARG,LPL,HNF4A
exocytosis (GO:0006887)	0.13778657487679494	RPH3AL,CCL5
platelet activation (GO:0030168)	0.13778657487679494	CD40,GP1BA
positive regulation of gene-specific transcription (GO:0043193)	0.1384808126395449	PPARG,HNF4A,TCF7L2,IGF1
positive regulation of immune system process (GO:0002684)	0.13922209163617155	IL18,IL1B,CD3E,CD86,KLRK1,CD2
regulation of immune response (GO:0050776)	0.13922209163617155	IL28RA,IL1B,NCR1,CD86,BCL6,IRF4
steroid biosynthetic process (GO:0006694)	0.14159468096030092	CYP11A1,CYP7B1,ADM
negative regulation of cell growth (GO:0030308)	0.14479401646882928	ACVRL1,INHBA,HNF4A,BCL6
positive regulation of protein metabolic process (GO:0051247)	0.14789316172195277	IL1B,CDC42EP2,CSF1,TCF7L2,DAZL,IGF1,ADIPOQ
regulation of actin cytoskeleton organization (GO:0032956)	0.14972607458219594	CXCL12,ARHGAP6,CDC42EP2
fatty acid biosynthetic process (GO:0006633)	0.14978041365334935	LPL,PRG3
regulation of actin filament length (GO:0030832)	0.14978041365334935	CXCL12,CDC42EP2
glycolipid metabolic process (GO:0006664)	0.14978041365334935	ST8SIA1,ST3GAL5
cell motility (GO:0048870)	0.1533390789105552	VEGFC,PDGFRB,CXCL16,TGFBR3,ACVRL1,PPAP2A
blood circulation (GO:0008015)	0.15800365598775615	CXCL12,ADM,HTR7
blood coagulation (GO:0007596)	0.15800365598775615	GP9,HNF4A,PROS1
organ morphogenesis (GO:0009887)	0.15818176363856223	COL1A2,ITGAX,EVL,NRP1,FOXC1,PKD2
reciprocal meiotic recombination (GO:0007131)	0.16197284672622345	REC8,DMC1
glucose homeostasis (GO:0042593)	0.16197284672622345	PPARG,TCF7L2
actin filament organization (GO:0007015)	0.1664186440452696	ARHGAP6,CDC42EP2,FSCN1
negative regulation of cell motion (GO:0051271)	0.1664186440452696	ACVRL1,TGFBR3,IGFBP5
negative regulation of growth (GO:0045926)	0.17111562400317365	ACVRL1,INHBA,HNF4A,BCL6
fatty acid catabolic process (GO:0009062)	0.17433612134963675	HACL1,FAAH
sphingolipid biosynthetic process (GO:0030148)	0.17433612134963675	ST8SIA1,ST3GAL5
positive regulation of mitosis (GO:0045840)	0.17433612134963675	IGF1,IL1B
glycoprotein metabolic process (GO:0009100)	0.17496231389530745	IGF1,CSGALNACT1,SULF2
positive regulation of transcription (GO:0045941)	0.17571338428176989	HNF4A,ACVRL1,PPARG,INHBA,IGF1,FOXO1,CIITA,EPAS1,CD86,ACVR1,TCF7L2,IRF4
positive regulation of apoptosis (GO:0043065)	0.18343092903694358	BCL2L11,CIDEB,SLAMF7,INHBA,BCL6,KNG1,PRKCA,CD2,TNFRSF19,ADIPOQ,PPP1R13B
positive regulation of I-kappaB kinase/NF-kappaB cascade (GO:0043123)	0.18596754063186294	TSPAN6,GJA1,RHOC,CD40,PLEKHG5
amino sugar metabolic process (GO:0006040)	0.18684414797081714	FN3K,CSGALNACT1
embryonic development (GO:0009790)	0.18684414797081714	FUT8,FUT10
negative regulation of translation (GO:0017148)	0.18684414797081714	PRG3,IGFBP5
JNK cascade (GO:0007254)	0.18684414797081714	TNIK,TNFRSF19
regulation of apoptosis (GO:0042981)	0.1893756974367689	BCL2L11,INHBA,IGF1,IL1B,KNG1,ACVR1,CD2,ADIPOQ,CD3G,CD3E,CIDEB,SLAMF7,BCL6,FOXO1,PRKCA,TCF7L2,TNFRSF19,IL2RB,PPP1R13B
cell migration (GO:0016477)	0.19192667806617897	ACVRL1,VEGFC,PPAP2A,CXCL16,TGFBR3
positive regulation of programmed cell death (GO:0043068)	0.19410571077172162	BCL2L11,CIDEB,SLAMF7,INHBA,BCL6,KNG1,PRKCA,CD2,TNFRSF19,ADIPOQ,PPP1R13B
establishment or maintenance of cell polarity (GO:0007163)	0.19947241927334053	PARD6B,CD3G
regulation of blood coagulation (GO:0030193)	0.19947241927334053	KNG1,GP1BA
activation of adenylate cyclase activity (GO:0007190)	0.19947241927334053	ADCYAP1R1,EDNRA
B cell activation (GO:0042113)	0.19947241927334053	CD40,BLNK
cell-cell junction organization (GO:0045216)	0.19947241927334053	PARD6B,GJA1
response to abiotic stimulus (GO:0009628)	0.207650361643358	TLR3,ABCA4,NPHP1,GNAT2,GNGT2,GMPR,EYA1
female pregnancy (GO:0007565)	0.2102523061598158	FCGRT,ADM,CLIC5
activation of phospholipase C activity (GO:0007202)	0.2102523061598158	EDNRA,ARHGAP6,P2RY6
keratinocyte differentiation (GO:0030216)	0.21219793280924637	JAG1,DSP
regulation of translation (GO:0006417)	0.21335973793058577	PRG3,DAZL,DIO2,IGFBP5
response to light stimulus (GO:0009416)	0.22066967603893708	ABCA4,NPHP1,GNAT2,GNGT2
regulation of transcription from RNA polymerase II promoter (GO:0006357)	0.22222057941906648	HNF4A,PRDM1,TCF7,PPARG,SPIB,MYCN,INHBA,BCL6,FOXO1,HOXC6,HOXC5,CIITA,TEF,EPAS1,TCF7L2
axon guidance (GO:0007411)	0.22499911705764888	NRP2,NRP1
positive regulation of adenylate cyclase activity (GO:0045762)	0.22499911705764888	ADCYAP1R1,EDNRA
cell morphogenesis (GO:0000902)	0.22499911705764888	LEF1,TGFBR3
nervous system development (GO:0007399)	0.23403373319379966	JAG1,ROBO1,FUT10,ENC1,EVL,MAB21L2,INHBA,NRGN,CSGALNACT1
positive regulation of phospholipase activity (GO:0010518)	0.2376580714062592	EDNRA,P2RY6,ARHGAP6
