Term	P-value	Genes
18535662-TableS2a	2.1846281208394477E-8	TMEM119,MMP14,ACSL1,IL18,DNAJA2,GRINA,SDC1,VEGFA,ZFP110,LY6A,CYP4F16,PLXNB2,AHR,ITGB5,IGFBP4,P4HA2,DPP7,4930471M23RIK,STYX,DAB2,SLC2A3,SLC40A1,TSC22D1,COL4A1,ECM1,CBR3,CTSB
17183660-TableS1a	2.196155080857846E-8	APOBEC1,LGMN,DAB2,C1QB,SLC40A1,ENPP1,APOC2,FABP4,TMPO,CTSB,COL4A1,TFRC
19408105-SuppTable4	1.5399498850001623E-7	TCF4,TFRC,DAB2,ABCA1,GRINA,TSC22D1,IFI203,C1QC,APOE,C1QB,CD34,RAB34,LGMN,LEPROT,PLXNB2,LSR,IFNGR2,H2-AA,IGFBP4
20038735-TableA2	3.156922400922721E-7	IGHM,PPBP,CD34,ARL4C,ACSL1,HOXA5,HOXA9,TSPAN13
19797726-SuppTable1b	6.934074301300906E-7	C1QC,ITFG1,C1QB,GLIPR2,ACSL1,SLC15A3,CPD,C3AR1,NINJ1,KMO,ABCA1,AOAH,IFNGR2,CTSB,TMEM51
19341462-SuppTable2	7.427834289753636E-7	RALGPS2,GCA,PPBP,SGPP1,PTPRF,PTPRO,HDC,ATP5F1,MAFF,IFNGR2,F7,ARL4C,ABCA1,HIST1H3F,OLR1,IRF8,IGFBP4,TCF4,CMPK2,ABHD14B,PKIB,APOE,GBE1,BMX,FOXP1,MINPP1,SHMT1,GAB3,COX6A2,CKB,IL1F9,CPD,HOXA5,HOXA7,HOXA9,ARG1,P2RX3,SLC1A4,PPFIA4,DSP,SLC2A3,ASPH,MTFR1,F2R,HIF1A,SENP2,LIN7C,DAB2,SLC40A1,TMEM216,PF4,ECM1,INPPL1,APOBEC1,MEIS1,FGD4,GPNMB,OLFM1,TEX14,TBRG4,JMJD6,IL7R,IL18,CCL3,HIAT1,CD34,CD72,DDX5,CD28,KMO,CIAPIN1,GLIPR2,LSR,TMEM141,TMEM119,FABP4,FABP5,PTGER4,MMD,ZDHHC14,LPXN,RAB34,TMEM51,ADAM8,MYB,CELA1,P2RY14,TSPAN2,STYX,AGBL5,CBR3,ENC1,RABGGTA,EEPD1,SASH1,TMEM176A,CSNK1G1,PTPRCAP,CSGALNACT2,TSPAN13,NUDT14,SLC15A3,NINJ1,ACSL1,PRKD3,ZDHHC6,FBXW11,CHD7,MGAT2,ENPP1,MYL10,MEF2C,MMP14,GRINA,TST,PYHIN1,TPR,RPA2,APOC2,USP5,CLVS1,TM9SF2,MYCN,TMEM106A,ITGB5,ITFG1,P4HA2,DPP7,DPP4,TSC22D1,STC2,LGMN,B3GNT8,DUSP16,SDC3,SDC1,VEGFA,AMFR,AMBP,TMPO,CDADC1,PION,KIF1B,AOAH,TLK2,COL4A1,SNIP1,TLR6,AHR,VGLL4,MUC13,PRPF38A,MACROD1,BAMBI,TFRC,C3AR1,DNAJA2,C1QC,C1QB,OCEL1,RASA4,CALCRL,CTSB
20081105-ST-2	7.638721179591149E-7	MMP14,ENC1,HIF1A,SDC1,GBE1,AHR,LIN7C,TMPO,TPR,PTPRF,MINPP1,GLIPR2,SHMT1,REPIN1,DAB2,SLC40A1,TSPAN13,CKB,MACROD1,BAMBI,SLC15A3,HOXA5,ABCA1,MEIS1,SLC1A4,KIF1B,OLFM1,ITGB5,IGFBP4,TCF4,OCEL1,P4HA2,SLC2A3,ASPH,TSC22D1,CHD7,STC2,TBRG4,MGAT2,AGBL5,MTFR1,CTSB
15793299-TableC	9.234443495977945E-7	ARG1,IL7R,ACSL1,TFRC,ABCA1,FABP4,PTGER4,KIF1B,EEPD1,CD34,GBE1,TMEM176B,TMEM176A,ITGB5,PTPRCAP,LIN7C,IRF8,RASA4,TSPAN13,ENPP1,COX6A2,CPD,LSR,CTSB
11823860-SuppTable3	1.0014699050938308E-6	IGHM,IL7R,HIF1A,CCL3,SDC1,VEGFA,FUS,PTPRCAP,TMPO,GLIPR2,SLC40A1,TSPAN13,LILRB3,ECM1,SLC15A3,LSR,ARL4C,DNAJA2,FABP5,PTGER4,KIF1B,GPNMB,C1QB,LPXN,ITGB5,PRKD3,TMEM51,IGFBP4,ADAM8,MYB,TSPAN2,SLC2A3,CHD7,STC2,CBR3,PPP1CB,CMPK2
19204204-SupplementaryTable5	1.0354754039920942E-6	RALGPS2,MMP14,ENC1,PKIB,SDC1,VEGFA,AMFR,AHR,FOXP1,PTPRF,REPIN1,SLC40A1,HDC,TSPAN13,BAMBI,MALAT1,NINJ1,HOXA5,HOXA7,TM9SF2,TMEM141,ACSL1,TFRC,FABP4,OLFM1,ZDHHC14,RAB34,DSP,MYB,STYX,TSC22D1,STC2,CBR3,F2R
18006812-TableS1	1.3701997820559195E-6	C1QC,APOE,C1QB,TMEM176B,TMEM176A,IL18,DAB2,ELTD1,SLC40A1,GPNMB,COL4A1
18535662-TableS1a	1.609907458270005E-6	MMP14,ACSL1,IL18,FABP4,C1QB,VEGFA,ZFP110,LY6A,TMEM176B,TMEM51,PTPRF,TCF4,P4HA2,MYB,DPP7,4930471M23RIK,STYX,DAB2,TSC22D1,COL4A1,ECM1,PION,CBR3,CTSB
19755675-TableS6	1.6960984609103517E-6	ARL4C,IL7R,P2RY14,HIF1A,MEIS1,FRMD4B,CD34,CD72,ECM1,PION,LPXN,PLXNB2,HOXA5,HOXA9,IGFBP4
18668134-SuppTable6	1.706018787725696E-6	HOXA5,HOXA7,HOXA9,MEIS1
17206280-TableS1C	1.8412054230210633E-6	TLR6,C1QC,ADAM8,C1QB,CD34,C3AR1,MMP14,COL4A1,IGFBP4
20460173-ImmPortAnti-IgMvsControl	1.876635832144431E-6	ARL4C,IL7R,ACSL1,HIF1A,RABGGTA,SLC1A4,GPNMB,MMD,CD72,DDX5,GBE1,LPXN,PTPRCAP,TMPO,PRKD3,RPA2,IRF8,P4HA2,MYB,SLC2A3,ASPH,APOC2,LILRB3,CPD,NINJ1,MAFF
16488994-SuppTable1b	2.1821469087362717E-6	PTPRF,F7,MYB,IL7R,DAB2,HIF1A,C3AR1,CCL3,PTGER4,H2-DMA,IFI203,RAB34,ITGB5,BMX,H2-AA,IGFBP4
19549311-SuppTable2-MMLandPhenotype	2.237247075377148E-6	MEF2C,IGHM,MYB,IL7R,GLIPR2,ASPH,SLC40A1,C3AR1,MEIS1,PTGER4,TSPAN13,VEGFA,FUS,CD72,PION,AHR,CPD,TMPO,CTSB
17009876-tableS1a	2.280564195540083E-6	MEF2C,DUSP16,MEIS1,FABP5,OLR1,APOE,CD34,TMEM176B,TMEM176A,ITGB5,BMX,IRF8,IGFBP4,PTPRF,MYB,CELA1,REPIN1,DAB2,SERPINA3G,TSC22D1,COL4A1,TSPAN13,MUC13,MGAT2,CBR3,NINJ1,MAFF
16488994-SuppTable1a	2.4793140264194714E-6	PTPRF,F7,MYB,IL7R,DAB2,HIF1A,C3AR1,CCL3,PTGER4,H2-DMA,IFI203,RAB34,ITGB5,BMX,H2-AA,IGFBP4
16699793-Table2	2.640814349602345E-6	MMP14,CD34,VEGFA,CTSB,AMFR,ITGB5,TFRC
14684422-TableS1	3.7478053871313914E-6	PPBP,MINPP1,ARL4C,IL7R,ACSL1,SLC2A3,AHR,HOXA5,HOXA9,PTGER4,FRMD4B,PF4
18668134-SuppTable7	4.618766890914314E-6	HOXA5,HOXA7,HOXA9,MEIS1
15220918-TableS1a	5.6214168659359525E-6	MEF2C,MYCN,ARL4C,MEIS1,SDC3,PTGER4,SDC1,C1QB,CD34,OLFM1,SASH1,AMBP,ZDHHC14,ELTD1,CSNK1G1,DSP,PTPRF,VGLL4,TCF4,DAB2,SLC2A3,COL4A1,MGAT2,LGMN,LEPROT,F2R
19038878-SuppTable3	7.94931882682997E-6	APOE,PTPRF,VGLL4,TMEM119,MMP14,IL7R,IL18,ELTD1,ITGB5,MAFF,FABP4,TSC22D1,GPNMB
18535662-TableS2c	8.48891961933001E-6	ITFG1,TCF4,P4HA2,MYB,IL18,HIF1A,FABP4,TSC22D1,COL4A1,CKB,LY6A,TMEM176B,TMEM176A,LEPROT,NINJ1,CTSB,TMEM51
18081427-TableS8	1.0502973926889872E-5	MEF2C,TMEM141,MMP14,TRP53INP2,IL18,SLC40A1,ABCA1,GRINA,SLC1A4,GPNMB,NUDT14,MMD,PION,BAMBI,TMEM176B,TMEM176A,ITGB5,ABHD14B,FOXP1
17910759-TableS5	1.2738463355444851E-5	MEF2C,ENC1,SDC1,GCA,VEGFA,FUS,SASH1,DDX5,GBE1,FOXP1,TST,TPR,CSGALNACT2,PTPRF,VGLL4,DAB2,SLC40A1,TSPAN13,ECM1,CKB,SLC15A3,LSR,ARL4C,FABP4,FABP5,KIF1B,GPNMB,LPXN,DSP,ITGB5,PRKD3,IGFBP4,TCF4,OCEL1,P4HA2,DPP7,SLC2A3,TSC22D1,CHD7,COL4A1,F2R
16479545-Table1	1.4597879106520436E-5	CMPK2,LY6A,ARG1,TFRC,SERPINA3G
15831697-TableS2	1.6209398130711484E-5	CD34,VEGFA,ASPH,C3AR1,ITGB5,MEIS1,HOXA5,HOXA7,HOXA9,SLC1A4,CHD7,TSPAN13
16479545-SuppTable1	1.6525179438995623E-5	CCL3,CMPK2,DUSP16,PTGER4,SERPINA3G,TSC22D1,ACSL1,IFI203
17304354-Table2s	1.6525179438995623E-5	LGMN,PLXNB2,VEGFA,TCF4,CTSB,IL7R,TSPAN13,SLC15A3
20460173-ImmPortComprehensiveListofImmune-RelatedGenes	1.73180215430153E-5	IGHM,HIF1A,SDC3,PPBP,VEGFA,AMBP,LIN7C,SGPP1,PTPRF,HDC,PF4,INPPL1,NINJ1,IFNGR2,F7,ABCA1,FGD4,KIF1B,GPNMB,OLR1,PRKD3,IRF8,CHD7,COL4A1,TBRG4,ENPP1,JMJD6,TLR6,MEF2C,IL7R,IL18,CCL3,APOE,CD34,CD72,CD28,AHR,FOXP1,CIAPIN1,APOC2,LILRB3,IL1F9,BAMBI,HOXA5,HOXA7,TFRC,C3AR1,FABP4,PTGER4,C1QC,C1QB,MMD,LPXN,RAB34,DSP,ITGB5,ITFG1,DPP4,CTSB,F2R
12446012-Table2	2.229756715636955E-5	TLR6,DAB2,ADAM8,APOC2,ARG1,AOAH,SERPINA3G,IL7R
16140871-Table1	2.2887656261588884E-5	IL18,CD34,MEIS1,HOXA5,HOXA9,MYB,MYCN
16479545-Table2	2.324212672017495E-5	IL18,SERPINA3G,H2-AA,CCL3,ARG1,TFRC
18794102-TableS1	2.5487365108746454E-5	APOE,PTPRF,C1QB,AMFR,DDX5,CCL3,ABCA1,DNAJA2,TST,PF4,COL4A1,F2R
10445855-Figure3	2.5780208831694152E-5	TLK2,HOXA5,MYB,CTSB,PF4,IL7R,TFRC
17170073-TableS3	2.9275631492740058E-5	P4HA2,HIF1A,TSC22D1,COL4A1,IGFBP4,F2R
18410693-TableS6	3.154514883524121E-5	TM9SF2,HIF1A,CD72,MEIS1,HOXA9,TCF4
18668134-SuppTable4	3.4028301240107525E-5	MEIS1,HOXA5,HOXA7,HOXA9
19204204-SupplementaryTable1	3.7449772776890425E-5	TMEM141,TFRC,PKIB,SDC1,AMFR,ZDHHC14,RAB34,AHR,DSP,FOXP1,PTPRF,MYB,REPIN1,STYX,SLC40A1,HDC,TSPAN13,STC2,CBR3,BAMBI,NINJ1,HOXA5,HOXA7
16813654-SuppFile2	4.062543570925732E-5	C1QB,MGAT2,NINJ1,HOXA5,HOXA9,GRINA,CTSB,PRKD3,COL4A1,OLR1
19699293-TableS5	4.2078465205458614E-5	IL18,LEPROT,MYB,PPBP,HOXA9,TMPO
16651414-Supp2	4.489043108776564E-5	IGHM,IL7R,APOE,CD72,DDX5,TMEM176B,TMEM176A,PTPRCAP,FOXP1,DAB2,ATP5F1,TSPAN13,SLC15A3,MAFF,ARL4C,TFRC,C3AR1,PTGER4,GPNMB,C1QC,C1QB,LPXN,ITGB5,IRF8,IGFBP4,MTFR1,LGMN,CMPK2,ABHD14B,CTSB
19699293-TableS6	4.861155879131987E-5	IL18,LEPROT,MYB,PPBP,TMPO
18403781-SuppTable1	4.861155879131987E-5	LGMN,C1QC,MMP14,C1QB,SERPINA3G
16014681-table2	5.56370015857461E-5	IL18,CD72,IFNGR2,MYCN,SDC1,CD28,F2R
17683608-TableS1	6.0037631777898403E-5	ADAM8,DUSP16,DPP4,GLIPR2,TSPAN2,DAB2,C3AR1,ABCA1,HDC,PTGER4,COL4A1,CD28,LGMN,TMEM51
17917972-Table3	6.421649484176745E-5	SLC2A3,PTGER4,TSPAN13,CTSB,PRKD3
17483295-TableS1	7.149436986610373E-5	IL18,LGMN,APOE,LILRB3,SLC40A1,SDC3,GPNMB
20418243-SuppTable1a	8.024352536964878E-5	ADAM8,ARG1,ACSL1,JMJD6,PPP1CB,HIF1A,IFNGR2,CHD7,IRF8,CSGALNACT2,GCA
11108479-SuppTable2	9.971962637511868E-5	IL18,PPBP,CCL3,PTPRCAP,HOXA9,MYB,IL7R
18787218-tableS1	1.0271548430333427E-4	FBXW11,SLC2A3,ASPH,PKIB,ABCA1,PTGER4,SDC1,TSPAN13,GCA,STC2,SASH1,LPXN,DSP,HOXA9,FOXP1,CTSB,F2R
15831697-TableS3	1.2496598285996683E-4	CD34,MEIS1,HOXA5,HOXA7,HOXA9,CBR3,TSPAN13
16643655-1300GenesList	1.3541980877196025E-4	TMEM141,TFRC,PKIB,SDC3,SDC1,AMFR,ZDHHC14,RAB34,AHR,DSP,FOXP1,PTPRF,MYB,REPIN1,STYX,SLC40A1,HDC,TSPAN13,STC2,CBR3,BAMBI,NINJ1,HOXA5,HOXA7
17683608-TableS3	1.5122490703443618E-4	ITFG1,P4HA2,4930471M23RIK,TRP53INP2,ASPH,TMEM106A,MEIS1,MGAT2,VEGFA,AMFR,ENPP1,SASH1,PLXNB2,CPD,IFNGR2,CTSB,CYP51
20460173-ImmPortAntimicrobials	1.5548827237439044E-4	IL7R,CELA1,TFRC,IL18,SLC40A1,CCL3,FABP4,FABP5,PF4,OLR1,PPBP,VEGFA,F2R
19096012-TableS3	1.6073274334003887E-4	APOE,C1QB,PION,P2RY14,C3AR1,ABCA1,SDC3,AOAH,CTSB,GPNMB,GCA
17597811-SuppTable6	1.7202606936488033E-4	VGLL4,OCEL1,DAB2,HIF1A,APOC2,MEIS1,P2RX3,SLC1A4,CD34,CKB,PLXNB2,PTPRCAP,HOXA5,HOXA7,HOXA9,TMPO
19225562-TableS1	1.8647235478586844E-4	IGHM,FABP4,SDC1,FRMD4B,CHD7,VEGFA,AMFR,OLFM1,ECM1,MTFR1,DSP,TMPO
12782714-Figure2	1.9815255362831138E-4	APOE,FABP5,TPR,DPP4,PTGER4,PF4
17952122-GeneList	2.0332006097450797E-4	MEF2C,IGHM,TCF4,IL7R,ASPH,SLC40A1,C3AR1,PTGER4,SDC1,GPNMB,ENPP1,LPXN,PRKD3,IRF8
18362358-Table5	2.164274150832706E-4	DUSP16,ENC1,HIF1A,FUS,SASH1,SENP2,CSNK1G1,LIN7C,TMPO,SGPP1,CSGALNACT2,DAB2,FRMD4B,ATP5F1,ARL4C,ACSL1,MEIS1,KIF1B,TEX14,PRKD3,TLK2,TCF4,CHD7,COL4A1,ENPP1,PPP1CB,MEF2C,DDX5,GBE1,FOXP1,TPR,MINPP1,PRPF38A,MALAT1,CPD,TM9SF2,TFRC,DNAJA2,MMD,DSP,ITFG1,P4HA2,SLC2A3,ASPH,MTFR1
17069664-SuppTable3	2.191902400154053E-4	SLC2A3,STC2,CKB,P4HA2,PPFIA4,OLR1
16872506-SuppTable1	2.4415064042746995E-4	SDC1,GCA,DDX5,TMEM176B,FOXP1,CIAPIN1,REPIN1,ATP5F1,TSPAN13,ECM1,INPPL1,PRPF38A,MACROD1,TM9SF2,TMEM141,TFRC,FABP4,C1QC,LPXN,ITFG1,P4HA2,DPP4,TSC22D1,LGMN,PPP1CB,CTSB
17676974-TableS2	2.5327637337806103E-4	TMEM141,RALGPS2,ENC1,H2-OA,SDC1,PLXNB2,ITGB5,PTPRCAP,FOXP1,IRF8,CDADC1,TCF4,TRP53INP2,RASA4,P2RY14,ASPH,SLC40A1,COL4A1,AGBL5,NINJ1,HOXA5,HOXA7
19014521-TableS6b	2.8284986899609866E-4	IL18,IGHM,PTGER4,IL7R,CD28,TFRC,IRF8
15668952-Table2	2.950639299060828E-4	C3AR1,CD34,F2R
19549311-SuppTable5	2.950639299060828E-4	MEIS1,HOXA5,HOXA9
19204204-SupplementaryTable2	3.015475067809578E-4	PTPRF,RALGPS2,MMP14,ACSL1,TFRC,ENC1,PKIB,SLC40A1,FABP4,TSC22D1,OLFM1
17295094-GeneList	3.2102149541343434E-4	VEGFA,P4HA2,MMP14,MYCN,IL18,SLC2A3,HIF1A,TST,PF4
18381933-SuppTableS4	3.472318897994687E-4	IL7R,TFRC,HIF1A,SDC1,VEGFA,AMFR,ITGB5,KMO,LIN7C,FOXP1,IRF8,IGFBP4,MYB,STC2,PION,MTFR1,MACROD1
16417408-Figure4	3.522071146602756E-4	SLC2A3,STC2,CKB,P4HA2,PPFIA4,OLR1
19096012-TableS5	4.043091858079164E-4	DPP4,MMP14,TSPAN13,FUS,MMD,PION,MTFR1,INPPL1,SLC15A3,ELTD1,PPP1CB,ITGB5,LIN7C,PRKD3
19218430-TableS3	4.273919196438802E-4	RALGPS2,HIAT1,VEGFA,AMFR,CSNK1G1,PTPRCAP,TST,PYHIN1,TMPO,TPR,CSGALNACT2,VGLL4,GLIPR2,DAB2,SLC40A1,TSPAN13,ECM1,PRPF38A,CPD,MAFF,MYCN,C3AR1,MEIS1,PTGER4,LPXN,PLXNB2,PRKD3,TLK2,ITFG1,TCF4,MYB,P2RY14,STYX,TSC22D1,MTFR1,CBR3,JMJD6,B3GNT8,CTSB,F2R
20460173-ImmPortCD40LandAnti-IgMvsControl	4.494436395257673E-4	IL7R,ENC1,RABGGTA,GRINA,KMO,PTPRCAP,RPA2,SHMT1,APOC2,LILRB3,LEPROT,CPD,NINJ1,HOXA9,MAFF,IFNGR2,ACSL1,SLC1A4,PTGER4,GPNMB,MMD,LPXN,PRKD3,SLC2A3,ASPH,TSC22D1
19249085-Table2	4.861966928434525E-4	ARG1,SERPINA3G,ADAM8
20038735-TableA3	4.911024189623304E-4	IGHM,PPBP,CD34,HOXA5,HOXA9
17174972-TableS1	5.189391121451444E-4	ADAM8,CD34,LILRB3,CD72,DPP4,IL7R,CD28,TFRC,TLR6,SDC1
18425577-TableS3a	5.301111190614105E-4	F7,RALGPS2,OCEL1,MYB,TSPAN13,STC2,AMFR,ENPP1,TEX14,NINJ1,ITGB5,IGFBP4
18086899-Table5	5.382933817510787E-4	IL7R,SLC1A4,CD28,FOXP1
16353136-Table2	5.639759646703525E-4	IL18,TFRC,VEGFA
17683608-TableS2	5.801721104794152E-4	CIAPIN1,TLK2,MYCN,SHMT1,SLC2A3,FGD4,FRMD4B,CHD7,HIAT1,TSPAN13,SNIP1,PRPF38A,DSP,LSR,IGFBP4
16288205-GeneTable2	5.94207569280994E-4	F7,MMP14,MYCN,IL7R,IL18,HIF1A,SLC1A4,KIF1B,FUS,PRKD3,IGFBP4,PTPRF,MYB,COL4A1,TSPAN13,ENPP1,HOXA5
15489886-TableS1a	6.031846225812517E-4	PTPRO,PPBP,DPP4,MMP14,LPXN,ENC1,CCL3,ITGB5,MAFF,CTSB
12764384-Table2	6.492805551435127E-4	HOXA5,HOXA7,HOXA9
19429869-TableS1	7.582438171216681E-4	CD34,LPXN,ASPH,CPD,APOC2,MEIS1,HOXA5,HOXA7,HOXA9,TSPAN13
16597596-TableS3-4	7.858420903071749E-4	PTPRCAP,HOXA9,LEPROT,CD34
15793299-TableA	8.015802778797193E-4	C1QB,ARG1,GBE1,SERPINA3G,LY6A,H2-DMA
17683608-TableS4	8.09046064812385E-4	P4HA2,ZDHHC6,4930471M23RIK,GLIPR2,TSPAN2,DAB2,TMEM106A,HDC,PTGER4,COL4A1,MGAT2,ENPP1,TMEM176A,LSR,TMEM51
14735469-Table2	8.435721378994089E-4	MEF2C,TSC22D1,MMP14,VEGFA
18394172-S3GeneList	8.58886831349348E-4	ARG1,ECM1,MYB,DPP4,LY6A,APOBEC1,DSP,COL4A1
18565887-TableA14	8.935374647581638E-4	HOXA5,HOXA9
14673169-TableA1-1	9.678938492401342E-4	PLXNB2,CTSB,ARL4C,IGFBP4
14514645-Figure6	9.98515119612148E-4	LEPROT,LIN7C,TST,TSC22D1,LY6A,TMEM176A
17023518-Table1	0.001071285161361292	C3AR1,CCL3,PTGER4
17284527-TableS1	0.0011296723372839622	DPP4,TFRC,SLC40A1,FABP4,SDC1,GPNMB,AMFR,MALAT1,DSP,CPD,HOXA9,TPR
18310505-Table1	0.0011777350105011853	APOE,MAFF,OLR1,FABP4
20371479-TableS2	0.0011857317333623099	PPBP,IL7R,LPXN,P2RY14,ENC1,C3AR1,PYHIN1,CALCRL
15941854-table1	0.001198298265723069	ABCA1,SLC2A3,HDC
16273092-TableS1c	0.0012438027576127063	ADAM8,PPBP,VEGFA,MMP14,SLC2A3,ABCA1,SDC1,TSC22D1
12970791-Table2b	0.0012445167717871403	HOXA9,MEIS1
19249085-TableE4	0.0012542320052825197	ADAM8,C1QB,SERPINA3G,CTSB
20421987-TableS1	0.001261636031609871	GLIPR2,P2RY14,DAB2,FABP4,FRMD4B,OLR1,PPBP,SASH1,PION,ELTD1,LEPROT,DSP,HOXA5,TMPO,CALCRL
18842155-Table2	0.0013344158633743365	MEF2C,MEIS1,HOXA9
18378853-TableS2	0.0014838304651737476	NUDT14,CPD,C3AR1,CHD7,BAMBI
12509443-Table2	0.0015385437521754498	MEF2C,SLC2A3,ENC1,HIF1A,GCA,VEGFA,MMD,KMO,TPR,F2R
15735024-SuppTable2	0.0015519245934347502	RALGPS2,AMFR,SASH1,TMEM176B,TMEM176A,CSNK1G1,PTPRCAP,SGPP1,PTPRF,TMEM216,ATP5F1,NUDT14,NINJ1,HIST1H3F,TEX14,AOAH,TLK2,ZDHHC6,CHD7,JMJD6,CMPK2,ABHD14B,GRINA,HIAT1,DDX5,PYHIN1,CIAPIN1,CKB,PRPF38A,USP5,CPD,HOXA5,HOXA9,DNAJA2,DSP,ITFG1,DPP7,STYX,SLC2A3,ASPH,MTFR1
17597811-SuppTable3	0.0015585052029894	CD34,ARL4C,MEIS1,HOXA5,HOXA7,HOXA9,TST
17304354-Table5s	0.0015951025810789813	DAB2,ELTD1,SASH1,COL4A1
16849555-Fournier60GeneList	0.0015951025810789813	APOE,TCF4,GPNMB,MACROD1
18044827-Table2	0.0016415709009091582	ADAM8,ECM1,P4HA2,MMP14,CELA1,ITGB5,CTSB,COL4A1
16581771-tableS1a	0.0016894388463750587	SLC1A4,P4HA2,AHR,IGFBP4
