Term	P-value	Genes
protein tyrosine phosphatase activity (GO:0004725)	0.17399816248736008	PTPRF,PTPRO
RNA polymerase II transcription factor activity (GO:0003702)	0.1810375349255649	MEF2C,HIF1A,MEIS1,IRF8
carboxypeptidase activity (GO:0004180)	0.1826840254249845	CPD
coreceptor activity (GO:0015026)	0.1826840254249845	CD28
phospholipase C activity (GO:0004629)	0.1826840254249845	C3AR1
transferase activity, transferring glycosyl groups (GO:0016757)	0.1886031050912946	MGAT2,B3GNT8,GBE1
phospholipid transporter activity (GO:0005548)	0.19233548261885403	ABCA1
anion transmembrane transporter activity (GO:0008509)	0.20816611489362857	SLC1A4,ABCA1
iron ion binding (GO:0005506)	0.21130113520195976	AMBP
carbon-carbon lyase activity (GO:0016830)	0.2206179288086057	HDC
vitamin binding (GO:0019842)	0.2206179288086057	SHMT1
cytokine binding (GO:0019955)	0.22551344138571505	IFNGR2,IL7R
phospholipid binding (GO:0005543)	0.2342299647549669	APOE,ABCA1
ubiquitin-protein ligase activity (GO:0004842)	0.24296704689033075	AMFR,FBXW11
lipoprotein binding (GO:0008034)	0.24791945733022744	TLR6
cell surface binding (GO:0043498)	0.24791945733022744	VEGFA
chloride channel activity (GO:0005254)	0.24791945733022744	SLC1A4
endopeptidase activity (GO:0004175)	0.2502829411943443	F7,MMP14,USP5
antioxidant activity (GO:0016209)	0.25680784192668893	APOE
enzyme activator activity (GO:0008047)	0.2629991913124057	APOE,APOC2,RASA4
ligand-dependent nuclear receptor activity (GO:0004879)	0.2655922079835881	AHR
RNA helicase activity (GO:0003724)	0.2655922079835881	DDX5
extracellular ligand-gated ion channel activity (GO:0005230)	0.2655922079835881	P2RX3
protein complex binding (GO:0032403)	0.26924603504591776	AMBP,ENPP1
ligase activity (GO:0016874)	0.27259181135281424	AMFR,ACSL1,FBXW11
small conjugating protein ligase activity (GO:0019787)	0.29114670577903873	AMFR,FBXW11
amino acid transmembrane transporter activity (GO:0015171)	0.29133317863998387	SLC1A4
G-protein coupled receptor activity (GO:0004930)	0.306737190719422	P2RY14,ELTD1,C3AR1,PTGER4,F2R
phosphoprotein phosphatase activity (GO:0004721)	0.30861615190576874	PTPRF,PTPRO
coenzyme binding (GO:0050662)	0.31618055099905457	KMO
receptor binding (GO:0005102)	0.31968860310689207	IL18,CCL3,APOE,STC2,VEGFA,ENPP1,CD72,F2R
heparin binding (GO:0008201)	0.3242697714662561	VEGFA
acid-amino acid ligase activity (GO:0016881)	0.32600438388208214	AMFR,FBXW11
protein C-terminus binding (GO:0008022)	0.330335200582291	DAB2,SDC1
metal ion binding (GO:0046872)	0.34510387727993125	MMP14,ASPH,GCA,APOE,AMBP,APOBEC1
transcription factor activity (GO:0003700)	0.35033143334615763	MEF2C,TCF4,MYCN,HIF1A,AHR,HOXA7,IRF8
metalloendopeptidase activity (GO:0004222)	0.35569003162196017	MMP14
monooxygenase activity (GO:0004497)	0.3633163420470734	KMO
serine-type endopeptidase inhibitor activity (GO:0004867)	0.3633163420470734	AMBP
transporter activity (GO:0005215)	0.3665303736001934	SLC2A3,SLC40A1,ABCA1,P2RX3,SLC1A4,ATP5F1,APOE,PPBP
small GTPase binding (GO:0031267)	0.37085326767054094	ABCA1
auxiliary transport protein activity (GO:0015457)	0.37085326767054094	AMBP
single-stranded DNA binding (GO:0003697)	0.37085326767054094	RPA2
carboxylesterase activity (GO:0004091)	0.37085326767054094	AOAH
structural constituent of muscle (GO:0008307)	0.3783018457918342	ASPH
GTPase binding (GO:0051020)	0.3783018457918342	ABCA1
chemokine activity (GO:0008009)	0.38566310176965996	CCL3
carbohydrate binding (GO:0030246)	0.3900119824093489	CD34,VEGFA
peptide binding (GO:0042277)	0.3900119824093489	C3AR1,F2R
cysteine-type endopeptidase activity (GO:0004197)	0.40012769006712123	USP5
amine transmembrane transporter activity (GO:0005275)	0.40723301471693135	SLC1A4
methyltransferase activity (GO:0008168)	0.428052825833088	SHMT1
carboxylic acid transmembrane transporter activity (GO:0046943)	0.43483056426356526	SLC1A4
phospholipase activity (GO:0004620)	0.43483056426356526	C3AR1
calcium ion binding (GO:0005509)	0.4512617895207583	ASPH,GCA
protein serine/threonine kinase activity (GO:0004674)	0.4673416912214285	TLK2,LGMN,PRKD3
hormone activity (GO:0005179)	0.4738587892636018	STC2
glycosaminoglycan binding (GO:0005539)	0.4738587892636018	VEGFA
serine-type endopeptidase activity (GO:0004252)	0.4923599410692799	F7
ligand-gated ion channel activity (GO:0015276)	0.4983826881616234	P2RX3
enzyme inhibitor activity (GO:0004857)	0.5052262943477199	APOC2,AMBP
nucleoside binding (GO:0001882)	0.5093997882742329	TLK2,ENPP1,KMO
peptide receptor activity, G-protein coupled (GO:0008528)	0.5102167374912252	C3AR1
G-protein-coupled receptor binding (GO:0001664)	0.5160296763354394	CCL3
growth factor binding (GO:0019838)	0.5217742999888805	IL7R
GTPase activator activity (GO:0005096)	0.5217742999888805	RASA4
helicase activity (GO:0004386)	0.5330617722889139	DDX5
transferase activity (GO:0016740)	0.5375588257760133	RABGGTA,GBE1,TST,PRKD3,TLK2,SHMT1,MGAT2,CKB,LGMN,B3GNT8
endopeptidase inhibitor activity (GO:0004866)	0.5386061834141644	AMBP
ion transmembrane transporter activity (GO:0015075)	0.5418180751072063	SLC40A1,ABCA1,P2RX3,SLC1A4
structural constituent of cytoskeleton (GO:0005200)	0.5548513035645485	DSP
structure-specific DNA binding (GO:0043566)	0.5548513035645485	RPA2
metallopeptidase activity (GO:0008237)	0.5653654364322994	MMP14
oxidoreductase activity, acting on NADH or NADPH (GO:0016651)	0.5705299177136001	KMO
oxidoreductase activity (GO:0016491)	0.5706609703445081	P4HA2,CBR3,ASPH,KMO
antigen binding (GO:0003823)	0.5728281892675633	IGHM,IL7R
zinc ion binding (GO:0008270)	0.5828795642581992	APOBEC1,MMP14
lyase activity (GO:0016829)	0.6097166481660606	HDC
protein binding, bridging (GO:0030674)	0.6097166481660606	DSP
ion channel activity (GO:0005216)	0.6182572325496837	P2RX3,SLC1A4
DNA binding (GO:0003677)	0.6274175962494986	MEF2C,MYCN,HIF1A,AHR,RPA2,IRF8,TCF4,REPIN1,HOXA7
purine nucleotide binding (GO:0017076)	0.6415787583430591	TLK2,ENPP1,KMO
channel activity (GO:0015267)	0.6655855352437567	P2RX3,SLC1A4
protein binding (GO:0005515)	0.6671833078981899	RALGPS2,HIF1A,SDC1,VEGFA,AMFR,FUS,SASH1,AMBP,SENP2,TMPO,CSGALNACT2,PTPRO,DAB2,ATP5F1,NUDT14,IFNGR2,F7,ABCA1,KIF1B,OLFM1,PRKD3,TLK2,TCF4,FBXW11,SNIP1,TBRG4,ENPP1,JMJD6,TLR6,PPP1CB,MMP14,IL7R,IL18,CCL3,APOE,CD72,DDX5,CD28,AHR,BMX,TPR,RPA2,SHMT1,APOC2,USP5,HOXA9,MYCN,C3AR1,P2RX3,FABP4,FABP5,PPFIA4,DSP,P4HA2,MYB,DPP7,DPP4,TSC22D1,STC2,F2R
enzyme binding (GO:0019899)	0.6676346714405206	HIF1A,APOC2,ABCA1
enzyme regulator activity (GO:0030234)	0.6713587491790303	APOE,AMBP,RASA4,APOC2
ATP binding (GO:0005524)	0.6820910882085969	TLK2,ENPP1
protein kinase activity (GO:0004672)	0.6966452649176664	TLK2,LGMN,PRKD3
nucleotide binding (GO:0000166)	0.7051837274020405	TLK2,ENPP1,KMO
cytoskeletal protein binding (GO:0008092)	0.7081333753034548	APOE,KIF1B
sequence-specific DNA binding (GO:0043565)	0.7107502782075904	HIF1A
kinase activity (GO:0016301)	0.7153133661100493	TLK2,CKB,LGMN,PRKD3
transcription regulator activity (GO:0030528)	0.7481740664403046	MEF2C,MYCN,HIF1A,MEIS1,AHR,IRF8,TCF4,MYB,HOXA7
GTPase activity (GO:0003924)	0.7725380763682762	ARL4C
cation transmembrane transporter activity (GO:0008324)	0.8164867561267218	SLC40A1,P2RX3
cation channel activity (GO:0005261)	0.8254899240973037	P2RX3
ATPase activity (GO:0016887)	0.8490206274200244	ATP5F1
nucleic acid binding (GO:0003676)	0.8496160947180144	MEF2C,MYCN,HIF1A,FUS,AHR,RPA2,IRF8,TCF4,REPIN1,HOXA7
binding (GO:0005488)	0.8791391131991367	RALGPS2,GCA,FUS,SASH1,CSGALNACT2,PTPRO,ATP5F1,NUDT14,IFNGR2,F7,ABCA1,PRKD3,IRF8,TCF4,FBXW11,ENPP1,PPP1CB,MEF2C,MMP14,APOE,BMX,TPR,RPA2,SHMT1,REPIN1,APOC2,USP5,HOXA7,HOXA9,MYCN,P2RX3,PPFIA4,DSP,P4HA2,DPP7,DPP4,ASPH,TSC22D1,STC2,F2R,IGHM,HIF1A,SDC1,VEGFA,AMFR,AMBP,SENP2,TMPO,DAB2,APOBEC1,KIF1B,OLFM1,TLK2,SNIP1,TBRG4,JMJD6,TLR6,IL7R,IL18,CCL3,CD34,CD72,DDX5,CD28,AHR,KMO,C3AR1,FABP4,FABP5,MYB
structural molecule activity (GO:0005198)	0.9048043356884379	ASPH,DSP
transcription factor binding (GO:0008134)	0.945571061411735	AHR,HIF1A
transcription activator activity (GO:0016563)	0.9475006721611716	MYB
RNA binding (GO:0003723)	0.9631735416157986	FUS
molecular_function (GO:0003674)	1.0	RALGPS2,RABGGTA,GCA,PPBP,FUS,SASH1,CSGALNACT2,PTPRF,PTPRO,HDC,ATP5F1,NUDT14,IFNGR2,F7,ARL4C,ACSL1,ABCA1,PRKD3,IRF8,TCF4,FBXW11,MGAT2,ENPP1,PPP1CB,MEF2C,MMP14,APOE,GBE1,BMX,TST,TPR,RPA2,MINPP1,SHMT1,REPIN1,APOC2,CKB,USP5,CPD,HOXA7,HOXA9,ARG1,MYCN,P2RX3,SLC1A4,PPFIA4,DSP,P4HA2,DPP7,DPP4,SLC2A3,ASPH,TSC22D1,STC2,LGMN,B3GNT8,F2R,IGHM,HIF1A,SDC1,VEGFA,AMFR,AMBP,SENP2,TMPO,DAB2,SLC40A1,ECM1,INPPL1,APOBEC1,LEPROT,MEIS1,KIF1B,OLFM1,AOAH,TLK2,SNIP1,TBRG4,JMJD6,TLR6,IL7R,IL18,CCL3,CD34,CD72,DDX5,CD28,AHR,KMO,LILRB3,TFRC,C3AR1,FABP4,FABP5,PTGER4,MMD,ELTD1,MYB,RASA4,P2RY14,CBR3
