Term	P-value	Genes
molecular adaptor activity (GO:0060090)	0.0051251824968970875	ITSN2,ARHGAP4,ARHGAP6,ARHGAP1,SOCS2,SH2D3C,CRKL,NCK1,GRAP,GRB2,SRC,SORBS2,LAT,EPS8,LASP1
growth factor binding (GO:0019838)	0.007545973062145774	ACVRL1,PDGFB,OSMR,CTGF,API5,GHR,LIFR,CD36,HAX1,COL3A1,IGF1R,IL10RA,IL2RB,TGFBR3,IGFBP5
small GTPase regulator activity (GO:0005083)	0.008160845952490423	PREX1,RGL1,RGL2,ARHGAP4,GBF1,RANBP1,ERRFI1,ARHGEF1,HERC1,CYTH1,MYO9B,ADAP1,DOCK2,GMIP,RASGRP3,RASA2,ARAP1
guanyl-nucleotide exchange factor activity (GO:0005085)	0.00975577126054565	PREX1,RGL1,RGL2,GBF1,RAPGEF6,EIF2B3,ARHGEF1,HERC1,GAPVD1,KALRN,CYTH1,DOCK2,RASGRP1
actin binding (GO:0003779)	0.012424159118783654	LIMA1,VCL,PARVG,MYH9,ADD2,ADD1,ABLIM1,MYL4,CALD1,SSH2,MYO9B,TPM2,CAPZB,IPP,MYO1F,COTL1,SYNE1,CORO1A,MARCKS
androgen receptor binding (GO:0050681)	0.014016879169481073	FHL2,BRCA1,CTNNB1,NRIP1,RNF4,NCOA4,NSD1,RNF14
acetylglucosaminyltransferase activity (GO:0008375)	0.014603379116457371	MGAT4A,GCNT2,B3GNT8,B3GNT5,OGT,GCNT1,PIGA
magnesium ion binding (GO:0000287)	0.015072974647876393	NUAK2,PINK1,MTHFD2,MAP3K5,AASDHPPT,PRKACB,SIK1,SRPK2,GEM,STK3,MARK2,IRAK3,SNRK,DYRK2,CERK
GTPase activator activity (GO:0005096)	0.015621956120146462	PREX1,ARHGAP4,ERRFI1,PTPLAD1,MYO9B,ADAP1,DOCK1,RASGRP3,GMIP,RASA2,RGS14,RGS2,RGS5,ARAP1
ligase activity (GO:0016874)	0.018312954270996256	CARS,YARS,ANAPC5,LIG4,HUWE1,FBXO10,FBXL2,ANAPC11,ARIH1,FBXW2,RNF14,CDC23,MALT1,BRCA1,GART,AKTIP,NARS,UBE2F,FARSB,ASNS,VARS,ERCC8,MARS2,FBXW11,CBL,BIRC3,SLC14A1
small conjugating protein ligase activity (GO:0019787)	0.018981142590244002	ANAPC5,UBE2F,HUWE1,FBXO10,FBXL2,ANAPC11,ARIH1,ERCC8,FBXW2,FBXW11,RNF14,CBL,CDC23,MALT1,BIRC3,BRCA1,AKTIP,SLC14A1
DNA-dependent ATPase activity (GO:0008094)	0.023394694326613296	ERCC8,CHD8,CHD4,RBBP4,RFC3,RUVBL2,SMARCA2,SMARCA4
Ras GTPase activator activity (GO:0005099)	0.02731724613295795	PREX1,MYO9B,ARHGAP4,RASGRP3,GMIP,ERRFI1,RASA2,ARAP1
signal sequence binding (GO:0005048)	0.027600100002209863	NFKBIA,SSR1,BRE,KPNA3,KPNB1,KPNA1
Rho GTPase activator activity (GO:0005100)	0.027600100002209863	PREX1,MYO9B,ARHGAP4,GMIP,ERRFI1,ARAP1
enzyme regulator activity (GO:0030234)	0.03055772453261609	PPP2R5C,PTTG1,MAP3K5,GBF1,RAPGEF6,EIF2B3,IBTK,SERPING1,GAPVD1,SERPINF1,EIF2AK2,PTPLAD1,MYO9B,SERPINH1,ADAP1,RGS2,RGS5,ZEB2,ERRFI1,ABCE1,ARHGEF1,HERC1,SERPINB9,CXCL1,AGT,PITRM1,RASA2,YWHAG,PPP1R8,TNFSF14,FGF13,IQGAP1,RGL1,RGL2,PRKAR2B,CLPX,KALRN,TIMP1,DOCK2,DOCK1,GMIP,MALT1,PREX1,ARHGAP4,ARHGAP6,RANBP1,BRCC3,PROS1,CYTH1,RASGRP3,RASGRP1,TERF1,ANXA4,RGS14,SH3BP5,ARAP1
tRNA binding (GO:0000049)	0.03416064305019618	TRNT1,CARS,AARS,SSB
1-phosphatidylinositol-3-kinase activity (GO:0016303)	0.03416064305019618	PIK3CG,PIK3C2A,PIK3CD,PIK3CA
transcription activator activity (GO:0016563)	0.03480764079011253	MED27,CEP290,TCF20,KLF6,KLF7,RNF4,KLF4,SRCAP,CREM,FHL2,TRIP11,WWTR1,DNM2,FOXO1,POU2AF1,GABPA,ARID1B,SMARCA2,SMARCA4,NR2C2,CXXC1,ARNT,NPM1,RNF14,EPAS1,BRCA1,HDAC2,SMARCC2,HIVEP3,KDM5A,ZFX,NRIP1,CD86,NCOA4,HCFC1,CHD8,DTX1,IRF4
cytoskeletal protein binding (GO:0008092)	0.034828149831278084	SNCA,CEP290,MYH9,ADD2,ADD1,MYO9B,CAPZB,PXN,SYNE1,TMOD3,MARCKS,LIMA1,PARVG,RAB11FIP5,NCK1,SORBS2,DNM2,VCL,TARDBP,SLC4A1,MYL4,SSH2,HTT,MYO1F,BRCA1,CORO1A,PALLD,ABLIM1,CALD1,TPM2,TERF1,IPP,COTL1
acid-amino acid ligase activity (GO:0016881)	0.03656069765359577	ANAPC5,HUWE1,FBXO10,FBXL2,ANAPC11,ARIH1,FBXW2,RNF14,CDC23,MALT1,BRCA1,AKTIP,UBE2F,ERCC8,FBXW11,CBL,BIRC3,SLC14A1
lipid kinase activity (GO:0001727)	0.03979653830688092	PIK3CG,PIK3C2A,PIK3CD,PIK3CA,DGKZ,CERK
protein binding, bridging (GO:0030674)	0.04237134135813742	ITSN2,ARHGAP4,ARHGAP6,ARHGAP1,SOCS2,SH2D3C,CRKL,GRAP,GRB2,FKBP4,SRC,LAT,PSMC6,EPS8,LASP1
receptor signaling protein serine/threonine kinase activity (GO:0004702)	0.05166350923700488	ACVRL1,MAP4K1,MAP3K7,MAP3K5,MAP3K3,STK39,MAPK14,TGFBR3,MAPK7
nucleotidyltransferase activity (GO:0016779)	0.05261395699121333	RNGTT,PRIM2,USP14,POLG,POLA1,POLE4,POLE3,PCYT1A,POLR3F,POLR3C,TRNT1,TEP1
actin filament binding (GO:0051015)	0.05507751584348181	LIMA1,MYL4,MYH9,CORO1A,MARCKS,ADD2,ADD1
transcription factor binding (GO:0008134)	0.05868478573432816	MED27,TAF4B,MECP2,ADD1,ZNHIT3,NFKBIA,TCF20,TCF3,KLF7,RNF4,ETS1,PBXIP1,GPX3,MXD1,MXD4,SRCAP,CREM,FHL2,TRIP11,TRIP12,WWTR1,PBX1,HOXC6,GATA2,POU2AF1,GABPA,RELB,ARID1B,HES6,HIF1A,SMARCA2,NR2C2,ARNT,NPM1,SKIL,RNF14,DNAJA3,EPAS1,HTT,BRCA1,HDAC4,HDAC2,SMARCC2,PAWR,ZFX,NRIP1,NCOA4,ZFPM2,HCFC1,DTX1,CREB1,DR1,ID4,IRF4
steroid hormone receptor binding (GO:0035258)	0.06051410693229114	FHL2,CTNNB1,RNF14,BRCA1,NRIP1,RNF4,NCOA4,NSD1
metallopeptidase activity (GO:0008237)	0.06296534248324914	METAP1,METAP2,IDE,PAPPA,FAP,CPA3,ADAM10,BRCC3,MMP13,LAP3,CPM,PITRM1,PHEX
