Term	P-value	Genes
enzyme regulator activity (GO:0030234)	0.7276217021685666	DNMT3L,CD27,CDKN2C,SPINT1
sequence-specific DNA binding (GO:0043565)	0.737653736115955	ELK3
transporter activity (GO:0005215)	0.7446891485867562	SLC40A1,SLC7A11,PPBP,SLC11A1,HVCN1,PKD2L1
peptide binding (GO:0042277)	0.7665207998014267	FPR2
identical protein binding (GO:0042802)	0.7880431918011668	HPGD,VEGFA,TREX1,BCL2
ion transmembrane transporter activity (GO:0015075)	0.7895139446809128	HVCN1,PKD2L1,SLC40A1
transferase activity, transferring glycosyl groups (GO:0016757)	0.8001695746919717	B4GALT6
oxidoreductase activity (GO:0016491)	0.8096017070919075	HPGD,XDH,MPO
enzyme activator activity (GO:0008047)	0.8537155169988805	DNMT3L
ligase activity (GO:0016874)	0.859318155736222	TSPAN17
binding (GO:0005488)	0.866688256875404	GCA,FN1,TPSB2,CSF2RA,TSPAN17,SCARF1,IL12A,KLF9,PRG2,BCL2,SORL1,PRKCB,MARCKS,DLG3,ELK3,MEF2C,GAS7,MMP14,ATP6V0A1,ARAP2,BZRAP1,PDLIM4,ADAM17,PKD2L1,HOXA7,HOXA9,FPR2,SCIN,DDX58,TSC22D1,AATK,TRAFD1,CDKN2C,VEGFA,CHPT1,ZBP1,DAB2,S100A8,S100A9,HMGN3,PILRA,RTP4,RPE,H2AFY,TREX1,HOMER2,GFI1B,NRAP,HPGD,IL18,CCL3,CCL2,CCL8,CCL7,SPINT1,NRP1,JAKMIP1,CD27,LILRB4,LAT2,LTF,CLEC10A,EGLN3,NLGN2,VLDLR,PMAIP1,MX1,SEPX1,MPO,DNMT3L,STX3,ANXA1,CSRP3,STAT1,STAT2,CTSH
antigen binding (GO:0003823)	0.8748816700699382	LILRB4
nucleotide binding (GO:0000166)	0.9044438911243536	HPGD,MX1
nucleic acid binding (GO:0003676)	0.9055229652874185	MEF2C,GAS7,KLF9,JAKMIP1,ZBP1,H2AFY,TREX1,STAT1,ELK3,HOXA7
protein serine/threonine kinase activity (GO:0004674)	0.93660486144402	PRKCB
protein binding (GO:0005515)	0.9392854493043143	TRAFD1,CDKN2C,VEGFA,FN1,TPSB2,DAB2,CSF2RA,TSPAN17,S100A8,S100A9,SCARF1,IL12A,HMGN3,BCL2,SORL1,PILRA,PRKCB,RTP4,RPE,MARCKS,DLG3,TREX1,HOMER2,GFI1B,ELK3,MMP14,NRAP,HPGD,IL18,CCL3,CCL2,CCL8,CCL7,SPINT1,NRP1,JAKMIP1,CD27,ATP6V0A1,BZRAP1,PDLIM4,ADAM17,PKD2L1,LAT2,HOXA9,LTF,EGLN3,NLGN2,VLDLR,PMAIP1,MX1,DNMT3L,DDX58,TSC22D1,ANXA1,CSRP3,AATK,STAT1,STAT2,CTSH
transcription factor binding (GO:0008134)	0.9598392295511731	HMGN3,ELK3
RNA binding (GO:0003723)	0.971599659942618	JAKMIP1
purine nucleotide binding (GO:0017076)	0.9723403882968326	MX1
transcription cofactor activity (GO:0003712)	0.9744496419668754	ELK3
structural molecule activity (GO:0005198)	0.9861180294729773	ANXA1
molecular_function (GO:0003674)	1.0	GCA,PPBP,FN1,EMR1,TPSB2,XDH,HDC,CSF2RA,TSPAN17,HS3ST3B1,SCARF1,IL12A,EPHB2,KLF9,PRG2,BCL2,SORL1,PRKCB,IRF7,MARCKS,DLG3,RNASE6,ELK3,MGST1,MEF2C,GAS7,USP18,MMP14,SLC7A11,ATP6V0A1,CSF1R,ARAP2,BZRAP1,PDLIM4,ADAM17,PKD2L1,HOXA7,HOXA9,ISG20,FPR2,P2RY6,CMA1,EVI2A,SCIN,DDX58,TSC22D1,AATK,TRAFD1,CDKN2C,VEGFA,GPR171,CHPT1,ZBP1,DAB2,SLC40A1,B4GALT6,MOCOS,S100A8,S100A9,MEIS1,HMGN3,HVCN1,AOAH,PILRA,RTP4,RPE,CPA3,TREM2,H2AFY,TREX1,HOMER2,GFI1B,NRAP,HPGD,IL18,CCL3,CCL2,CCL8,CCL7,SPINT1,SLC11A1,NRP1,JAKMIP1,CD27,LILRB4,LAT2,LTF,CLEC10A,EGLN3,RAB3D,NLGN2,VLDLR,PMAIP1,ELTD1,MX1,MX2,SEPX1,EYA1,DGAT2,MPO,DNMT3L,STX3,P2RY14,ANXA1,CSRP3,STAT1,STAT2,CTSS,CTSH
