Term	P-value	Genes
G-protein signaling, coupled to cAMP nucleotide second messenger (GO:0007188)	0.17947407642211327	PRKACB,PTGER4
androgen receptor signaling pathway (GO:0030521)	0.17947407642211327	NRIP1,MED1
cell cycle arrest (GO:0007050)	0.18324245465710812	RPRM,SESN1,UHMK1
regulation of transcription factor activity (GO:0051090)	0.18324245465710812	IL6,TNFSF4,ID2
positive regulation of cytokine production (GO:0001819)	0.1872168726619638	LBP,IL6
protein amino acid autophosphorylation (GO:0046777)	0.1872168726619638	UHMK1,PDGFRB
negative regulation of epithelial cell proliferation (GO:0050680)	0.19461398823061296	CDK6
positive regulation of leukocyte mediated cytotoxicity (GO:0001912)	0.19461398823061296	PVR
regulation of macrophage activation (GO:0043030)	0.19461398823061296	LBP
positive regulation of protein polymerization (GO:0032273)	0.19461398823061296	ARF6
regulation of natural killer cell mediated cytotoxicity (GO:0042269)	0.19461398823061296	PVR
positive regulation of smooth muscle cell proliferation (GO:0048661)	0.19461398823061296	IL6
G1 phase of mitotic cell cycle (GO:0000080)	0.19461398823061296	CDK6
regulation of interleukin-8 biosynthetic process (GO:0045414)	0.19461398823061296	TLR4
positive regulation of T cell mediated immunity (GO:0002711)	0.19461398823061296	PVR
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	0.19461398823061296	HIPK2
positive regulation of leukocyte chemotaxis (GO:0002690)	0.19461398823061296	IL6
regulation of tissue remodeling (GO:0034103)	0.1950056901336083	IL6,CDK6
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	0.19594652914520297	FGFR1,FGF3,CD7,FLT3
regulation of transcription from RNA polymerase II promoter (GO:0006357)	0.20173553892543852	MEF2C,KLF7,ETS1,MYCN,MED1,IL6,HOXA7,PAWR,SLA2,NRIP1
positive regulation of signal transduction (GO:0009967)	0.20470920040054083	TGFBR1,ECM1,LBP,ADRB2,HIPK2,IL6
vesicle-mediated transport (GO:0016192)	0.20693789389293385	ITSN1,KRT18,HFE,ARF6,MSR1,KIF1C,ADRB2
positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	0.2092402435959601	ETS1,NRIP1,MED1,IL6
regulation of angiogenesis (GO:0045765)	0.21069971343240165	IL6,SERPINF1
cAMP-mediated signaling (GO:0019933)	0.21069971343240165	PRKACB,PTGER4
negative regulation of endocytosis (GO:0045806)	0.21187005888345845	ARF6
actin filament bundle formation (GO:0051017)	0.21187005888345845	NEDD9
hexose biosynthetic process (GO:0019319)	0.21187005888345845	SORD
positive regulation of tyrosine phosphorylation of Stat3 protein (GO:0042517)	0.21187005888345845	IL6
gas transport (GO:0015669)	0.21187005888345845	RHAG
positive regulation of transcription factor import into nucleus (GO:0042993)	0.21187005888345845	CD27
activation of protein kinase C activity by G-protein coupled receptor protein signaling pathway (GO:0007205)	0.21187005888345845	PRKD3
glycolipid biosynthetic process (GO:0009247)	0.21187005888345845	B3GNT5
DNA replication initiation (GO:0006270)	0.21187005888345845	PURA
negative regulation of transcription factor import into nucleus (GO:0042992)	0.21187005888345845	MDFI
response to tumor necrosis factor (GO:0034612)	0.21187005888345845	CASP3
cytoplasmic sequestering of protein (GO:0051220)	0.21187005888345845	MDFI
N-terminal protein amino acid modification (GO:0031365)	0.21187005888345845	METAP2
activation of caspase activity (GO:0006919)	0.21859460137894082	PMAIP1,IFT57
humoral immune response (GO:0006959)	0.21859460137894082	CD28,IL6
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015)	0.21859460137894082	TGFBR1,HIPK2
G-protein signaling, coupled to cyclic nucleotide second messenger (GO:0007187)	0.22188092596851844	PRKACB,CALCRL,PTGER4
regulation of apoptosis (GO:0042981)	0.22309855009856233	MEF2C,TGFBR1,IL6,PAWR,CASP3,KRT18,ETS1,CD27,IFT57,PMAIP1,SOX4,HIPK2
regulation of protein secretion (GO:0050708)	0.22651486213791108	IL6,TNFSF4
regulation of DNA binding (GO:0051101)	0.22753361927429253	IL6,TNFSF4,ID2
histone deubiquitination (GO:0016578)	0.22875855761893155	ENY2
regulation of viral genome replication (GO:0045069)	0.22875855761893155	CD28
fat cell differentiation (GO:0045444)	0.22875855761893155	MED1
regulation of leukocyte mediated cytotoxicity (GO:0001910)	0.22875855761893155	PVR
positive regulation of foam cell differentiation (GO:0010744)	0.22875855761893155	MSR1
positive regulation of adaptive immune response (GO:0002821)	0.22875855761893155	PVR
antigen receptor-mediated signaling pathway (GO:0050851)	0.22875855761893155	SLA2
DNA methylation (GO:0006306)	0.22875855761893155	ATRX
endosome to lysosome transport (GO:0008333)	0.22875855761893155	ADRB2
positive regulation of lipid catabolic process (GO:0050996)	0.22875855761893155	ABHD5
immune system process (GO:0002376)	0.23153871726035177	CLNK,CCL22,IL6,LAT,LBP,PTGER4,SLA2,CD7,CRISP3,ETS1,CD27,CD28,FCGR2B,TLR4,IRF4
anatomical structure development (GO:0048856)	0.23770883954862868	MEF2C,TGFBR1,PAPSS2,IL6,ENC1,NRGN,AVIL,FLT3,POSTN,AHSP,OLFM1,ZEB2,GPM6B,FGFR1,B3GNT5,UBE3A,CSGALNACT1
carbohydrate metabolic process (GO:0005975)	0.24176944024555888	SLC35A3,ALDOC,SORD,SLC2A3,B3GNT5,ALDH1B1,GALNT7,CSGALNACT1
defense response to virus (GO:0051607)	0.24528726820533714	IL6
release of cytochrome c from mitochondria (GO:0001836)	0.24528726820533714	PMAIP1
positive regulation of osteoblast differentiation (GO:0045669)	0.24528726820533714	IL6
positive regulation of protein complex assembly (GO:0031334)	0.24528726820533714	ARF6
G1 phase (GO:0051318)	0.24528726820533714	CDK6
nitric oxide mediated signal transduction (GO:0007263)	0.24528726820533714	CD36
steroid catabolic process (GO:0006706)	0.24528726820533714	HSD17B11
regulation of NF-kappaB import into nucleus (GO:0042345)	0.24528726820533714	CD27
positive regulation of pathway-restricted SMAD protein phosphorylation (GO:0010862)	0.24528726820533714	TGFBR1
protein-lipid complex assembly (GO:0065005)	0.24528726820533714	SOAT1
positive regulation of leukocyte migration (GO:0002687)	0.24528726820533714	IL6
negative regulation of lipid storage (GO:0010888)	0.24528726820533714	ABHD5
N-acetylglucosamine metabolic process (GO:0006044)	0.24528726820533714	SLC35A3
cellular aldehyde metabolic process (GO:0006081)	0.24528726820533714	ALDH3A1
lipid metabolic process (GO:0006629)	0.24696071781238527	HSD17B11,HACL1,ABHD5,SOAT1,B4GALT4,ABCB4,SGPL1,CD36,ABCD2,B3GNT5,PIGN
positive regulation of caspase activity (GO:0043280)	0.25038213171656787	PMAIP1,IFT57
positive regulation of protein kinase activity (GO:0045860)	0.2552190647706799	PTPLAD1,TGFBR1,ADRB2,PRKD3
positive regulation of kinase activity (GO:0033674)	0.2552190647706799	PTPLAD1,TGFBR1,ADRB2,PRKD3
skeletal system development (GO:0001501)	0.25617425128573246	POSTN,FGFR1,PAPSS2
Ras protein signal transduction (GO:0007265)	0.25617425128573246	ARHGAP5,PTPLAD1,LAT
acute-phase response (GO:0006953)	0.26146381055989343	LBP
positive regulation of macrophage differentiation (GO:0045651)	0.26146381055989343	MSR1
peptide hormone secretion (GO:0030072)	0.26146381055989343	IL6
regulation of actin filament polymerization (GO:0030833)	0.26146381055989343	ARF6
female gamete generation (GO:0007292)	0.26146381055989343	USP9X
positive regulation of nucleocytoplasmic transport (GO:0046824)	0.26146381055989343	CD27
regulation of protein kinase B signaling cascade (GO:0051896)	0.26146381055989343	TGFBR1
regulation of Ras protein signal transduction (GO:0046578)	0.26146381055989343	ARF6
immune response-activating cell surface receptor signaling pathway (GO:0002429)	0.26146381055989343	SLA2
cell differentiation (GO:0030154)	0.26196599783812163	RUNX2,MED1,SNRK,CD28,SOAT1
positive regulation of cell migration (GO:0030335)	0.27432057956259076	IL6,PDGFRB
regulation of specific transcription from RNA polymerase II promoter (GO:0010551)	0.27432057956259076	MEF2C,ETS1
regulation of T cell differentiation (GO:0045580)	0.2772956441426845	IRF4
peptidyl-serine phosphorylation (GO:0018105)	0.2772956441426845	TGFBR1
kidney development (GO:0001822)	0.2772956441426845	TGFBR1
negative regulation of intracellular transport (GO:0032387)	0.2772956441426845	MDFI
positive regulation of fibroblast proliferation (GO:0048146)	0.2772956441426845	CDK6
immune response-regulating cell surface receptor signaling pathway (GO:0002768)	0.2772956441426845	SLA2
glucosamine metabolic process (GO:0006041)	0.2772956441426845	SLC35A3
neuron projection development (GO:0031175)	0.2772956441426845	IL6
cellular protein metabolic process (GO:0044267)	0.28131262023102316	MKNK1,SNRK,DUSP3,CAMK1,PTPLAD1,PRKACB,FGFR1,METAP2,PRKCB,PRKD3,UBE3A,CSGALNACT1,TGFBR1,SRPK2,RNASEL,GALNT7,TSPAN17,PDGFRB,UHMK1,ENY2,B3GNT5,PTPN2,MYLK,USP9X
innate immune response (GO:0045087)	0.28229778062014327	LBP,CRISP3
positive regulation of transferase activity (GO:0051347)	0.28854765464914167	PTPLAD1,TGFBR1,ADRB2,PRKD3
spliceosome assembly (GO:0000245)	0.29279007137645546	SRPK2
ceramide metabolic process (GO:0006672)	0.29279007137645546	SGPL1
inactivation of MAPK activity (GO:0000188)	0.29279007137645546	RGS3
regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)	0.29279007137645546	TGFBR1
lipoprotein particle clearance (GO:0034381)	0.29279007137645546	MSR1
nucleus organization (GO:0006997)	0.29279007137645546	ETS1
regulation of cell migration (GO:0030334)	0.2970098563543679	PDGFRB,IL6,IGFBP5
di-, tri-valent inorganic cation transport (GO:0015674)	0.29822763428877186	HFE,CSN2
steroid hormone receptor signaling pathway (GO:0030518)	0.29822763428877186	NRIP1,MED1
positive regulation of secretion (GO:0051047)	0.3061737661416572	IL6,TNFSF4
membrane organization (GO:0016044)	0.3076038613561015	ITSN1,CRISP1,HFE,MSR1,ADRB2
collagen fibril organization (GO:0030199)	0.3079542408709475	TGFBR1
apoptotic mitochondrial changes (GO:0008637)	0.3079542408709475	PMAIP1
preassembly of GPI anchor in ER membrane (GO:0016254)	0.3079542408709475	PIGN
negative regulation of specific transcription from RNA polymerase II promoter (GO:0010553)	0.3079542408709475	MEF2C
cholesterol efflux (GO:0033344)	0.3079542408709475	SOAT1
glucose transport (GO:0015758)	0.3079542408709475	SLC2A3
regulation of actin polymerization or depolymerization (GO:0008064)	0.3079542408709475	ARF6
organic cation transport (GO:0015695)	0.3079542408709475	RHAG
cell motion (GO:0006928)	0.3087947944181417	PDGFRB,ARF6,TGFBR1,ETS1,SORD,IL6
negative regulation of signal transduction (GO:0009968)	0.3146519527184429	SLA2,ADRB2,IGFBP5
regulation of protein amino acid phosphorylation (GO:0001932)	0.3205402941652406	PTPLAD1,IL6,TGFBR1
activation of JUN kinase activity (GO:0007257)	0.3227951506958402	PTPLAD1
positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531)	0.3227951506958402	IL6
positive regulation of proteolysis (GO:0045862)	0.3227951506958402	SH3D19
positive regulation of cell growth (GO:0030307)	0.3227951506958402	TGFBR1
positive regulation of cytoskeleton organization (GO:0051495)	0.3227951506958402	ARF6
platelet activation (GO:0030168)	0.3227951506958402	IL6
lysosomal transport (GO:0007041)	0.3227951506958402	ADRB2
cellular alcohol metabolic process (GO:0006066)	0.3287446602244035	SLC35A3,ALDOC,SORD,SOAT1,CSGALNACT1
positive regulation of protein amino acid phosphorylation (GO:0001934)	0.32990078939418727	IL6,TGFBR1
response to virus (GO:0009615)	0.32990078939418727	CCL22,IL6
peptide transport (GO:0015833)	0.3373196514817549	IL6
proteoglycan metabolic process (GO:0006029)	0.3373196514817549	CSGALNACT1
regulation of protein binding (GO:0043393)	0.3373196514817549	ADRB2
regulation of actin filament length (GO:0030832)	0.3373196514817549	ARF6
glycolipid metabolic process (GO:0006664)	0.3373196514817549	B3GNT5
positive regulation of gene-specific transcription (GO:0043193)	0.33776339297926644	IL6,ETS1
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	0.3455984689726882	USP9X,TGFBR1
